userId,itemId,rating,timestamp
1,2,3.5,2005-04-02 23:53:47
1,15,3.5,2005-04-02 23:32:07
1,16,3.5,2005-04-02 23:29:40
1,24,3.5,2004-09-10 03:09:00
1,42,4.0,2005-04-02 23:33:46
1,47,4.0,2005-04-02 23:31:43
1,48,4.0,2005-04-02 23:32:47
1,50,4.0,2005-04-02 23:33:18
1,62,3.5,2005-04-02 23:53:00
1,92,4.0,2005-04-02 23:30:03
1,110,3.0,2004-09-10 03:08:11
1,146,3.5,2005-04-02 23:53:33
1,158,3.5,2005-04-02 23:42:55
1,160,3.5,2005-04-02 23:31:09
1,164,4.0,2005-04-02 23:48:21
1,171,3.5,2005-04-02 23:30:09
1,175,3.5,2005-04-02 23:31:30
1,187,4.0,2004-09-10 03:14:42
1,201,4.0,2005-04-02 23:43:02
1,205,4.0,2004-09-10 03:13:14
1,206,4.0,2005-04-02 23:44:00
1,207,3.5,2004-09-10 03:15:13
1,208,3.5,2005-04-02 23:32:15
1,210,4.0,2005-04-02 23:42:51
1,215,4.0,2004-09-10 03:13:06
1,219,3.0,2004-09-10 03:08:40
1,221,4.0,2004-09-10 03:14:22
1,224,4.0,2005-04-02 23:36:30
1,227,3.5,2004-09-10 03:14:16
1,235,4.0,2004-09-10 03:09:06
1,250,3.0,2005-04-02 23:55:50
1,254,3.5,2004-09-10 03:07:36
1,299,4.0,2005-04-02 23:52:09
1,310,4.0,2005-04-02 23:52:35
1,315,4.0,2004-09-10 03:14:52
1,317,4.0,2005-04-02 23:49:49
1,318,4.0,2005-04-02 23:48:25
1,323,4.0,2005-04-02 23:50:43
1,325,3.5,2005-04-02 23:44:46
1,329,4.0,2004-09-10 03:14:37
1,330,4.0,2004-09-10 03:09:37
1,349,4.0,2005-04-02 23:44:07
1,360,3.5,2005-04-02 23:36:34
1,367,3.5,2004-09-10 03:07:30
1,368,3.5,2005-04-02 23:32:29
1,376,4.0,2005-04-02 23:42:47
1,380,3.5,2005-04-02 23:43:34
1,384,4.0,2005-04-02 23:48:17
1,390,3.5,2005-04-02 23:46:20
1,394,4.0,2004-09-10 03:08:18
1,395,4.0,2005-04-02 23:50:25
1,409,4.0,2005-04-02 23:50:16
1,416,4.0,2005-04-02 23:48:54
1,418,4.0,2005-04-02 23:35:18
1,425,4.0,2005-04-02 23:55:38
1,433,3.0,2004-09-10 03:16:12
1,438,4.0,2005-04-02 23:43:26
1,440,3.5,2004-09-10 03:15:04
1,443,3.5,2005-04-02 23:28:13
1,446,4.0,2005-04-02 23:50:22
1,451,4.0,2005-04-02 23:48:51
1,452,4.0,2005-04-02 23:52:41
1,453,3.0,2005-04-02 23:54:36
1,457,4.0,2005-04-02 23:50:58
1,458,4.0,2005-04-02 23:51:38
1,462,4.0,2005-04-02 23:55:04
1,463,4.0,2005-04-02 23:51:45
1,464,3.5,2004-09-10 03:15:08
1,467,3.5,2005-04-02 23:53:22
1,468,5.0,2005-04-02 23:30:19
1,470,4.0,2005-04-02 23:48:33
1,472,4.0,2005-04-02 23:45:02
1,473,3.5,2004-09-10 03:14:08
1,476,3.5,2004-09-10 03:14:27
1,477,4.0,2005-04-02 23:49:46
1,480,3.0,2005-04-02 23:55:27
1,482,3.5,2005-04-02 23:50:34
1,483,4.0,2005-04-02 23:52:14
1,484,5.0,2005-04-02 23:30:33
1,486,3.5,2005-04-02 23:52:38
1,487,3.5,2004-09-10 03:16:01
1,488,4.0,2005-04-02 23:54:05
1,490,3.5,2005-04-02 23:56:03
1,493,4.0,2005-04-02 23:50:19
1,494,4.0,2005-04-02 23:48:08
1,496,5.0,2004-09-10 03:13:47
1,497,4.5,2005-04-02 23:44:53
1,500,4.0,2005-04-02 23:49:08
2,3,4.0,2000-11-21 15:34:49
2,39,3.0,2000-11-21 15:32:56
2,42,5.0,2000-11-21 15:36:54
2,43,5.0,2000-11-21 15:32:28
2,75,3.0,2000-11-21 15:29:58
2,77,5.0,2000-11-21 15:32:00
2,134,4.0,2000-11-21 15:31:31
2,140,5.0,2000-11-21 15:36:54
2,167,3.0,2000-11-21 15:29:58
2,184,5.0,2000-11-21 15:29:58
2,186,5.0,2000-11-21 15:36:54
2,201,5.0,2000-11-21 15:31:31
2,206,5.0,2000-11-21 15:30:59
2,211,5.0,2000-11-21 15:36:54
2,222,5.0,2000-11-21 15:34:06
2,251,5.0,2000-11-21 15:35:43
2,264,5.0,2000-11-21 15:36:54
2,289,3.0,2000-11-21 15:35:16
2,290,5.0,2000-11-21 15:29:58
2,291,2.0,2000-11-21 15:36:09
2,330,2.0,2000-11-21 15:32:28
2,339,4.0,2000-11-21 15:35:16
2,340,4.0,2000-11-21 15:32:00
2,383,3.0,2000-11-21 15:30:59
2,393,4.0,2000-11-21 15:29:58
2,408,4.0,2000-11-21 15:32:00
2,420,3.0,2000-11-21 15:34:49
2,421,4.0,2000-11-21 15:32:28
2,427,3.0,2000-11-21 15:35:43
2,431,5.0,2000-11-21 15:32:56
2,434,4.0,2000-11-21 15:35:16
2,435,5.0,2000-11-21 15:30:59
3,1,4.0,1999-12-11 13:36:47
3,31,3.0,1999-12-14 12:54:08
3,33,2.0,1999-12-14 12:54:59
3,35,3.0,1999-12-14 12:52:19
3,49,5.0,1999-12-14 12:51:10
3,71,3.0,1999-12-11 13:21:40
3,74,5.0,1999-12-11 13:16:55
3,77,5.0,1999-12-14 12:50:20
3,85,2.0,1999-12-14 12:53:25
3,92,5.0,1999-12-11 13:14:07
3,100,5.0,1999-12-11 13:16:55
3,106,4.0,1999-12-11 13:41:11
3,123,4.0,1999-12-14 12:49:10
3,128,5.0,1999-12-11 13:01:07
3,132,5.0,1999-12-11 13:04:10
3,144,5.0,1999-12-11 13:11:52
3,145,3.0,1999-12-14 12:47:38
3,159,5.0,1999-12-11 13:15:03
3,162,4.0,1999-12-11 13:27:58
3,168,4.0,1999-12-11 13:26:40
3,169,3.0,1999-12-14 12:49:44
3,170,5.0,1999-12-14 12:49:44
3,174,2.0,1999-12-11 07:25:08
3,177,5.0,1999-12-11 13:16:55
3,179,4.0,1999-12-11 13:41:11
3,180,4.0,1999-12-11 13:20:44
3,184,5.0,1999-12-11 13:27:36
3,185,5.0,1999-12-11 13:08:11
3,186,5.0,1999-12-11 13:27:36
3,187,4.0,1999-12-14 12:47:38
3,191,5.0,1999-12-11 13:01:34
3,194,3.0,1999-12-11 13:03:16
3,195,5.0,1999-12-11 13:02:28
3,196,5.0,1999-12-11 13:35:30
3,207,5.0,1999-12-11 13:20:44
3,210,5.0,1999-12-11 13:23:51
3,211,5.0,1999-12-11 13:41:11
3,219,5.0,1999-12-11 13:16:55
3,220,4.0,1999-12-11 13:15:03
3,221,5.0,1999-12-11 13:27:01
3,226,4.0,1999-12-11 13:25:18
3,233,3.0,1999-12-14 12:50:20
3,251,4.0,1999-12-14 12:53:25
3,256,4.0,1999-12-14 12:51:10
3,266,4.0,1999-12-14 12:54:32
3,269,3.0,1999-12-11 13:36:06
3,273,4.0,1999-12-14 12:54:32
3,278,4.0,1999-12-14 12:52:43
3,280,4.0,1999-12-14 12:48:22
3,295,3.0,1999-12-11 07:25:08
3,296,3.0,1999-12-14 12:53:41
3,298,4.0,1999-12-11 13:23:10
3,300,4.0,1999-12-11 13:19:38
3,303,3.0,1999-12-14 12:54:59
3,306,5.0,1999-12-11 13:24:43
3,315,5.0,1999-12-11 07:25:08
3,321,5.0,1999-12-11 13:30:01
3,329,5.0,1999-12-11 13:41:11
3,331,4.0,1999-12-11 13:42:09
3,332,4.0,1999-12-11 13:25:48
3,334,4.0,1999-12-11 13:28:35
3,337,4.0,1999-12-14 12:51:10
3,340,4.0,1999-12-11 13:42:09
3,342,4.0,1999-12-14 12:49:44
3,348,1.0,1999-12-11 07:30:41
3,350,4.0,1999-12-11 13:23:30
3,352,5.0,1999-12-14 12:47:38
3,353,3.0,1999-12-11 07:37:57
3,356,5.0,1999-12-14 12:52:19
3,357,4.0,1999-12-14 12:48:50
3,358,3.0,1999-12-14 12:54:59
3,359,1.0,1999-12-14 12:54:59
3,362,3.0,1999-12-14 12:48:50
3,363,3.0,1999-12-14 12:47:38
3,365,4.0,1999-12-14 12:54:08
3,373,4.0,1999-12-11 07:34:14
3,377,5.0,1999-12-11 13:21:56
3,378,5.0,1999-12-11 13:07:46
3,379,4.0,1999-12-11 13:29:40
3,384,5.0,1999-12-11 13:44:58
3,385,3.0,1999-12-14 12:50:20
3,386,3.0,1999-12-14 12:49:44
3,387,4.0,1999-12-14 12:48:50
3,391,4.0,1999-12-11 13:27:44
3,392,4.0,1999-12-11 13:29:40
3,397,2.0,1999-12-14 12:54:08
3,404,4.0,1999-12-11 13:22:47
3,406,4.0,1999-12-11 13:21:08
3,407,4.0,1999-12-11 13:02:28
3,460,5.0,1999-12-11 13:04:10
4,4,3.0,1996-08-24 09:33:47
4,11,3.0,1996-08-24 09:29:54
4,32,3.0,1996-08-24 09:27:32
4,51,3.0,1996-08-24 09:28:18
4,58,4.0,1996-08-24 09:28:42
