userId,itemId,rating,timestamp
1,2,0.7,2005-04-02 23:53:47
1,15,0.7,2005-04-02 23:32:07
1,16,0.7,2005-04-02 23:29:40
1,24,0.7,2004-09-10 03:09:00
1,42,0.8,2005-04-02 23:33:46
1,47,0.8,2005-04-02 23:31:43
1,48,0.8,2005-04-02 23:32:47
1,50,0.8,2005-04-02 23:33:18
1,62,0.7,2005-04-02 23:53:00
1,92,0.8,2005-04-02 23:30:03
1,110,0.6,2004-09-10 03:08:11
1,146,0.7,2005-04-02 23:53:33
1,158,0.7,2005-04-02 23:42:55
1,160,0.7,2005-04-02 23:31:09
1,164,0.8,2005-04-02 23:48:21
1,171,0.7,2005-04-02 23:30:09
1,175,0.7,2005-04-02 23:31:30
1,187,0.8,2004-09-10 03:14:42
1,201,0.8,2005-04-02 23:43:02
1,205,0.8,2004-09-10 03:13:14
1,206,0.8,2005-04-02 23:44:00
1,207,0.7,2004-09-10 03:15:13
1,208,0.7,2005-04-02 23:32:15
1,210,0.8,2005-04-02 23:42:51
1,215,0.8,2004-09-10 03:13:06
1,219,0.6,2004-09-10 03:08:40
1,221,0.8,2004-09-10 03:14:22
1,224,0.8,2005-04-02 23:36:30
1,227,0.7,2004-09-10 03:14:16
1,235,0.8,2004-09-10 03:09:06
1,250,0.6,2005-04-02 23:55:50
1,254,0.7,2004-09-10 03:07:36
1,299,0.8,2005-04-02 23:52:09
1,310,0.8,2005-04-02 23:52:35
1,315,0.8,2004-09-10 03:14:52
1,317,0.8,2005-04-02 23:49:49
1,318,0.8,2005-04-02 23:48:25
1,323,0.8,2005-04-02 23:50:43
1,325,0.7,2005-04-02 23:44:46
1,329,0.8,2004-09-10 03:14:37
1,330,0.8,2004-09-10 03:09:37
1,349,0.8,2005-04-02 23:44:07
1,360,0.7,2005-04-02 23:36:34
1,367,0.7,2004-09-10 03:07:30
1,368,0.7,2005-04-02 23:32:29
1,376,0.8,2005-04-02 23:42:47
1,380,0.7,2005-04-02 23:43:34
1,384,0.8,2005-04-02 23:48:17
1,390,0.7,2005-04-02 23:46:20
